name,country_mb
Nancy Wilson,United States of America
Flaming Ember,United States of America
Loretta Lynn,United States of America
The Sandpipers,United States of America
John Kay,Canada
Free,United Kingdom
Iron Butterfly,United States of America
"Crosby, Stills, Nash & Young",United States of America
Traffic,United Kingdom
James Gang,United States of America
Hotlegs,United Kingdom
The Ink Spots,United States of America
Donovan,United Kingdom
Mungo Jerry,United Kingdom
"Faith, Hope & Charity",United States of America
Mavis Staples,United States of America
Love,United States of America
Kenny Rogers & The First Edition,United States of America
Frijid Pink,United States of America
Vanity Fare,United Kingdom
Blues Image,United States of America
Miguel Rios,France
Cass Elliot,United States of America
White Plains,United Kingdom
Clarence Carter,United States of America
Dion,United States of America
Shocking Blue,Netherlands
The Chemical Brothers,United Kingdom
The Dixie Flyers,United States of America
Dee Dee Warwick,United States of America
George Baker Selection,Netherlands
The Neon Philharmonic,United States of America
Lulu,United Kingdom
Edison Lighthouse,United Kingdom
Marty Robbins,United States of America
Rufus Thomas,United States of America
Doris Duke,United States of America
Archie Bell & The Drells,United States of America
The McCoys,United States of America
The Grass Roots,United States of America
Tommy Roe,United States of America
Howard Tate,United States of America
Haley Reinhart,United States of America
The Box Tops,United States of America
Serge Gainsbourg,France
Jane Birkin,France
June Carter Cash,United States of America
Jimmy Cliff,Jamaica
The Lettermen,United States of America
Eydie Gormé,United States of America
Steam,United States of America
Crow,United States of America
R.B. Greaves,United States of America
Nina Simone,United States of America
Gene Pitney,United States of America
Tammi Terrell,United States of America
Syl Johnson,United States of America
Billy Joe Royal,United States of America
The Smiths,United Kingdom
The Electric Peanut Butter Company,United States of America
Buck Owens,United States of America
The Byrds,United States of America
Peggy Lee,United States of America
Dyke & The Blazers,United States of America
Dream Theater,United States of America
The Springfields,United Kingdom
Garland Green,United States of America
Lou Christie,United States of America
The Clique,United Kingdom
Gerry & The Pacemakers,United Kingdom
Eddie Floyd,United States of America
Johnny Adams,United States of America
The Electric Indian,United States of America
Spiral Starecase,United States of America
Clarence Reid,United States of America
The Association,United States of America
Illusion,Poland
Zager & Evans,United States of America
Tim Hardin,United States of America
Ohio Express,United States of America
The Winstons,United States of America
Brook Benton,United States of America
Mark Lindsay,United States of America
Sir Douglas Quintet,United States of America
Bobby Vee,United States of America
The Bouncing Souls,United States of America
J.J. Jackson,United States of America
Herbie Mann,United States of America
Brian Hyland,United States of America
Desmond Dekker,Jamaica
Burt Bacharach,United States of America
Elvis Costello,United Kingdom
Lee Dorsey,United States of America
The Foundations,United Kingdom
Mercy,United States of America
Marva Whitney,United States of America
Ed Ames,United States of America
Orpheus,United States of America
The Ventures,United States of America
The Flirtations,United States of America
Debbie Taylor,United States of America
Crazy Elephant,United States of America
The Flux Capacitors,United Kingdom
Peter Sarstedt,United Kingdom
The Zombies,United Kingdom
Cream,United Kingdom
Rhinoceros,United States of America
The Four Lads,Canada
MC5,United States of America
The Vogues,United States of America
William Bell,United States of America
Willie Mitchell,United States of America
Little Milton,United States of America
Young-Holt Unlimited,United States of America
Bobby Darin,United States of America
Percy Sledge,United States of America
Sam & Dave,United States of America
The Archies,United States of America
Porter Wagoner,United States of America
Mason Williams,United States of America
Mannheim Steamroller,United States of America
The Rascals,United States of America
O.C. Smith,United States of America
Bobby Taylor & The Vancouvers,Canada
The St. Charles Borromeo Choir,United States of America
Barbara Acklin,United States of America
Vanilla Fudge,United States of America
Autry Inman,United States of America
Smokey Joe & The Kid,France
The Fireballs,United States of America
Gene Chandler,United States of America
Big Brother & The Holding Company,United States of America
Arthur Conley,United States of America
The Chambers Brothers,United States of America
Cubie Burke,United States of America
The Angels,United States of America
Status Quo,United Kingdom
Fever Tree,United States of America
The Arcs,United States of America
Strawberry Alarm Clock,United States of America
The Amboy Dukes,United States of America
James & Bobby Purify,United States of America
Bobby Hart,United States of America
Tommy Boyce,United States of America
Friend & Lover,United States of America
"Dino, Desi & Billy",United States of America
Tiny Tim,United States of America
Hugh Masekela,South Africa
The Score,United Kingdom
Eternity's Children,United States of America
The Troggs,United Kingdom
Pigmeat Markham,United States of America
The Coasters,United States of America
The Wiggles,Australia
The Tams,United States of America
The Kiboomers,Canada
The Royal Guardsmen,United States of America
The Beautiful Girls,Australia
James Brown & The Famous Flames,United States of America
Los Bravos,Spain
The Stereos,United States of America
The Lemon Pipers,United States of America
The Derek Trucks Band,United States of America
Georgie Fame,United Kingdom
Michele Lee,United States of America
The Cowsills,United States of America
The Tremeloes,United Kingdom
Small Faces,United Kingdom
Brenton Wood,United States of America
Henson Cargill,United States of America
The Scaffold,United Kingdom
Shorty Long,United States of America
Chuck Jackson,United States of America
The American Breed,United States of America
Kenny O'Dell,United States of America
Grapefruit,United Kingdom
Nancy Sinatra,United States of America
Lee Hazlewood,United States of America
Etta James,United States of America
Carla Thomas,United States of America
Linda Jones,United States of America
The Five Americans,United States of America
Robert Knight,United States of America
The Rose Garden,United States of America
Long John Baldry,United Kingdom
Ruby Andrews,United States of America
Buffalo Springfield,United States of America
Petula Clark,United Kingdom
Ronnie Dove,United States of America
Victor Lundberg,United States of America
Miriam Makeba,South Africa
Soul Survivors,United States of America
Scott McKenzie,United States of America
Lou Donaldson,United States of America
